stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
StopPoint:OCETGV INOUI-83002048,OULX CESANA CLAVIERE SESTRIERE,,45.0387950,6.83143100,,,0,StopArea:OCE83002048
StopArea:OCE83002220,Turin Porta Susa,,45.0745210,7.66747000,,,1,
StopPoint:OCETGV INOUI-83002220,Turin Porta Susa,,45.0745210,7.66747000,,,0,StopArea:OCE83002220
StopArea:OCE83016451,MILANO PORTA GARIBALDI,,45.4849740,9.18757400,,,1,
StopPoint:OCETGV INOUI-83016451,MILANO PORTA GARIBALDI,,45.4849740,9.18757400,,,0,StopArea:OCE83016451
StopArea:OCE85000109,Basel SBB,,47.5474000,7.58956000,,,1,
StopPoint:OCELyria-85000109,Basel SBB,,47.5474000,7.58956000,,,0,StopArea:OCE85000109
StopArea:OCE85010082,Geneve,,46.2104880,6.14208600,,,1,
StopPoint:OCELyria-85010082,Geneve,,46.2104880,6.14208600,,,0,StopArea:OCE85010082
StopArea:OCE85011031,Vallorbe,,46.7124200,6.37057000,,,1,
StopPoint:OCELyria-85011031,Vallorbe,,46.7124200,6.37057000,,,0,StopArea:OCE85011031
StopArea:OCE85011205,Lausanne,,46.5167900,6.62909000,,,1,
StopPoint:OCELyria-85011205,Lausanne,,46.5167900,6.62909000,,,0,StopArea:OCE85011205
StopArea:OCE85030007,Zuerich HB,,47.3781700,8.54018000,,,1,
StopPoint:OCELyria-85030007,Zuerich HB,,47.3781700,8.54018000,,,0,StopArea:OCE85030007
StopArea:OCE87111849,Marne-la-Vallée Chessy,,48.8698410,2.78273100,,,1,
StopPoint:OCEOUIGO-87111849,Marne-la-Vallée Chessy,,48.8698410,2.78273100,,,0,StopArea:OCE87111849
StopPoint:OCETGV INOUI-87111849,Marne-la-Vallée Chessy,,48.8698410,2.78273100,,,0,StopArea:OCE87111849
StopPoint:OCETGV-87111849,Marne-la-Vallée Chessy,,48.8698410,2.78273100,,,0,StopArea:OCE87111849
StopArea:OCE87113001,Paris Est,,48.8770980,2.35949000,,,1,
StopPoint:OCEICE-87113001,Paris Est,,48.8770980,2.35949000,,,0,StopArea:OCE87113001
StopPoint:OCEOUIGO-87113001,Paris Est,,48.8770980,2.35949000,,,0,StopArea:OCE87113001
StopPoint:OCETGV INOUI-87113001,Paris Est,,48.8770980,2.35949000,,,0,StopArea:OCE87113001
StopArea:OCE87141002,Nancy,,48.6898570,6.17457900,,,1,
StopPoint:OCETGV INOUI-87141002,Nancy,,48.6898570,6.17457900,,,0,StopArea:OCE87141002
StopArea:OCE87141150,Lunéville,,48.5877500,6.49713900,,,1,
StopPoint:OCETGV INOUI-87141150,Lunéville,,48.5877500,6.49713900,,,0,StopArea:OCE87141150
StopArea:OCE87142109,Lorraine TGV,,48.9474300,6.17005500,,,1,
StopPoint:OCETGV INOUI-87142109,Lorraine TGV,,48.9474300,6.17005500,,,0,StopArea:OCE87142109
StopPoint:OCETGV-87142109,Lorraine TGV,,48.9474300,6.17005500,,,0,StopArea:OCE87142109
StopArea:OCE87144006,Épinal,,48.1780050,6.44178700,,,1,
StopPoint:OCETGV INOUI-87144006,Épinal,,48.1780050,6.44178700,,,0,StopArea:OCE87144006
StopArea:OCE87144014,Saint-Dié-des-Vosges,,48.2818400,6.94835500,,,1,
StopPoint:OCETGV INOUI-87144014,Saint-Dié-des-Vosges,,48.2818400,6.94835500,,,0,StopArea:OCE87144014
StopArea:OCE87144451,Remiremont,,48.0165360,6.59895800,,,1,
StopPoint:OCETGV INOUI-87144451,Remiremont,,48.0165360,6.59895800,,,0,StopArea:OCE87144451
StopArea:OCE87147322,Meuse TGV,,48.9786270,5.27187400,,,1,
StopPoint:OCETGV INOUI-87147322,Meuse TGV,,48.9786270,5.27187400,,,0,StopArea:OCE87147322
StopPoint:OCETGV-87147322,Meuse TGV,,48.9786270,5.27187400,,,0,StopArea:OCE87147322
StopArea:OCE87171009,Reims,,49.2591210,4.02390100,,,1,
StopPoint:OCETGV INOUI-87171009,Reims,,49.2591210,4.02390100,,,0,StopArea:OCE87171009
StopArea:OCE87171926,Champagne-Ardenne TGV,,49.2144590,3.99358800,,,1,
StopPoint:OCEICE-87171926,Champagne-Ardenne TGV,,49.2144590,3.99358800,,,0,StopArea:OCE87171926
StopPoint:OCETGV INOUI-87171926,Champagne-Ardenne TGV,,49.2144590,3.99358800,,,0,StopArea:OCE87171926
StopPoint:OCETGV-87171926,Champagne-Ardenne TGV,,49.2144590,3.99358800,,,0,StopArea:OCE87171926
StopArea:OCE87172007,Charleville-Mézières,,49.7678840,4.72513200,,,1,
StopPoint:OCETGV INOUI-87172007,Charleville-Mézières,,49.7678840,4.72513200,,,0,StopArea:OCE87172007
StopArea:OCE87172254,Sedan,,49.6950240,4.93037300,,,1,
StopPoint:OCETGV INOUI-87172254,Sedan,,49.6950240,4.93037300,,,0,StopArea:OCE87172254
StopArea:OCE87172270,Rethel,,49.5043930,4.36956600,,,1,
StopPoint:OCETGV INOUI-87172270,Rethel,,49.5043930,4.36956600,,,0,StopArea:OCE87172270
StopArea:OCE87174003,Châlons-en-Champagne,,48.9554670,4.34896200,,,1,
StopPoint:OCETGV INOUI-87174003,Châlons-en-Champagne,,48.9554670,4.34896200,,,0,StopArea:OCE87174003
StopArea:OCE87174276,Vitry-le-François,,48.7179130,4.58751500,,,1,
StopPoint:OCETGV INOUI-87174276,Vitry-le-François,,48.7179130,4.58751500,,,0,StopArea:OCE87174276
StopArea:OCE87175042,Bar-le-Duc,,48.7731700,5.16780900,,,1,
StopPoint:OCETGV INOUI-87175042,Bar-le-Duc,,48.7731700,5.16780900,,,0,StopArea:OCE87175042
StopArea:OCE87182014,Colmar,,48.0735270,7.34775600,,,1,
StopPoint:OCETGV INOUI-87182014,Colmar,,48.0735270,7.34775600,,,0,StopArea:OCE87182014
StopArea:OCE87182063,Mulhouse,,47.7426910,7.34316000,,,1,
StopPoint:OCEICE-87182063,Mulhouse,,47.7426910,7.34316000,,,0,StopArea:OCE87182063
StopPoint:OCELyria-87182063,Mulhouse,,47.7426910,7.34316000,,,0,StopArea:OCE87182063
StopPoint:OCETGV INOUI-87182063,Mulhouse,,47.7426910,7.34316000,,,0,StopArea:OCE87182063
StopArea:OCE87191007,Thionville,,49.3539650,6.16858200,,,1,
StopPoint:OCETGV INOUI-87191007,Thionville,,49.3539650,6.16858200,,,0,StopArea:OCE87191007
StopArea:OCE87192039,Metz,,49.1071690,6.17724000,,,1,
StopPoint:OCEOUIGO-87192039,Metz,,49.1071690,6.17724000,,,0,StopArea:OCE87192039
StopPoint:OCETGV INOUI-87192039,Metz,,49.1071690,6.17724000,,,0,StopArea:OCE87192039
StopArea:OCE87193003,Forbach,,49.1894820,6.90043400,,,1,
StopPoint:OCEICE-87193003,Forbach,,49.1894820,6.90043400,,,0,StopArea:OCE87193003
StopArea:OCE87212027,Strasbourg,,48.5851100,7.73388200,,,1,
StopPoint:OCEICE-87212027,Strasbourg,,48.5851100,7.73388200,,,0,StopArea:OCE87212027
StopPoint:OCEOUIGO-87212027,Strasbourg,,48.5851100,7.73388200,,,0,StopArea:OCE87212027
StopPoint:OCETGV INOUI-87212027,Strasbourg,,48.5851100,7.73388200,,,0,StopArea:OCE87212027
StopPoint:OCETGV-87212027,Strasbourg,,48.5851100,7.73388200,,,0,StopArea:OCE87212027
StopArea:OCE87212225,Saverne,,48.7444830,7.36205500,,,1,
StopPoint:OCETGV INOUI-87212225,Saverne,,48.7444830,7.36205500,,,0,StopArea:OCE87212225
StopArea:OCE87214056,Sélestat,,48.2598240,7.44315700,,,1,
StopPoint:OCETGV INOUI-87214056,Sélestat,,48.2598240,7.44315700,,,0,StopArea:OCE87214056
StopArea:OCE87215012,Sarrebourg,,48.7380800,7.05285000,,,1,
StopPoint:OCETGV INOUI-87215012,Sarrebourg,,48.7380800,7.05285000,,,0,StopArea:OCE87215012
StopArea:OCE87223263,Lille Europe,,50.6396860,3.07490000,,,1,
StopPoint:OCETGV INOUI-87223263,Lille Europe,,50.6396860,3.07490000,,,0,StopArea:OCE87223263
StopPoint:OCETGV-87223263,Lille Europe,,50.6396860,3.07490000,,,0,StopArea:OCE87223263
StopArea:OCE87271007,Paris Gare du Nord,,48.8803980,2.35497300,,,1,
StopPoint:OCEICE-87271007,Paris Gare du Nord,,48.8803980,2.35497300,,,0,StopArea:OCE87271007
StopPoint:OCETGV INOUI-87271007,Paris Gare du Nord,,48.8803980,2.35497300,,,0,StopArea:OCE87271007
StopArea:OCE87271494,Aéroport Charles de Gaulle 2 TGV,,49.0040160,2.57110900,,,1,
StopPoint:OCEOUIGO-87271494,Aéroport Charles de Gaulle 2 TGV,,49.0040160,2.57110900,,,0,StopArea:OCE87271494
StopPoint:OCETGV INOUI-87271494,Aéroport Charles de Gaulle 2 TGV,,49.0040160,2.57110900,,,0,StopArea:OCE87271494
StopPoint:OCETGV-87271494,Aéroport Charles de Gaulle 2 TGV,,49.0040160,2.57110900,,,0,StopArea:OCE87271494
StopArea:OCE87281006,Dunkerque,,51.0303040,2.36837900,,,1,
StopPoint:OCETGV INOUI-87281006,Dunkerque,,51.0303040,2.36837900,,,0,StopArea:OCE87281006
StopArea:OCE87281071,Calais - Fréthun,,50.9019340,1.81145600,,,1,
StopPoint:OCETGV INOUI-87281071,Calais - Fréthun,,50.9019340,1.81145600,,,0,StopArea:OCE87281071
StopArea:OCE87286005,Lille Flandres,,50.6364600,3.07084000,,,1,
StopPoint:OCEOUIGO-87286005,Lille Flandres,,50.6364600,3.07084000,,,0,StopArea:OCE87286005
StopPoint:OCETGV INOUI-87286005,Lille Flandres,,50.6364600,3.07084000,,,0,StopArea:OCE87286005
StopArea:OCE87286302,Hazebrouck,,50.7251560,2.54244800,,,1,
StopPoint:OCETGV INOUI-87286302,Hazebrouck,,50.7251560,2.54244800,,,0,StopArea:OCE87286302
StopArea:OCE87286542,Tourcoing,,50.7162890,3.16747500,,,1,
StopPoint:OCEOUIGO-87286542,Tourcoing,,50.7162890,3.16747500,,,0,StopArea:OCE87286542
StopPoint:OCETGV INOUI-87286542,Tourcoing,,50.7162890,3.16747500,,,0,StopArea:OCE87286542
StopArea:OCE87286716,Croix - Wasquehal,,50.6786380,3.13791900,,,1,
StopPoint:OCETGV INOUI-87286716,Croix - Wasquehal,,50.6786380,3.13791900,,,0,StopArea:OCE87286716
StopArea:OCE87286732,Roubaix,,50.6955440,3.16295500,,,1,
StopPoint:OCETGV INOUI-87286732,Roubaix,,50.6955440,3.16295500,,,0,StopArea:OCE87286732
StopArea:OCE87300822,Belfort - Montbéliard TGV,,47.5860200,6.89844000,,,1,
StopPoint:OCEICE-87300822,Belfort - Montbéliard TGV,,47.5860200,6.89844000,,,0,StopArea:OCE87300822
StopPoint:OCELyria-87300822,Belfort - Montbéliard TGV,,47.5860200,6.89844000,,,0,StopArea:OCE87300822
StopPoint:OCETGV INOUI-87300822,Belfort - Montbéliard TGV,,47.5860200,6.89844000,,,0,StopArea:OCE87300822
StopArea:OCE87300863,Besançon Franche-Comté TGV,,47.3079900,5.95362100,,,1,
StopPoint:OCEICE-87300863,Besançon Franche-Comté TGV,,47.3079900,5.95362100,,,0,StopArea:OCE87300863
StopPoint:OCETGV INOUI-87300863,Besançon Franche-Comté TGV,,47.3079900,5.95362100,,,0,StopArea:OCE87300863
StopArea:OCE87313882,TGV Haute Picardie,,49.8591230,2.83225100,,,1,
StopPoint:OCEOUIGO-87313882,TGV Haute Picardie,,49.8591230,2.83225100,,,0,StopArea:OCE87313882
StopPoint:OCETGV INOUI-87313882,TGV Haute Picardie,,49.8591230,2.83225100,,,0,StopArea:OCE87313882
StopPoint:OCETGV-87313882,TGV Haute Picardie,,49.8591230,2.83225100,,,0,StopArea:OCE87313882
StopArea:OCE87317057,Rang-du-Fliers - Verton - Berck,,50.4158550,1.64827100,,,1,
StopPoint:OCETGV INOUI-87317057,Rang-du-Fliers - Verton - Berck,,50.4158550,1.64827100,,,0,StopArea:OCE87317057
StopArea:OCE87317065,Étaples - Le Touquet,,50.5169150,1.64351500,,,1,
StopPoint:OCETGV INOUI-87317065,Étaples - Le Touquet,,50.5169150,1.64351500,,,0,StopArea:OCE87317065
StopArea:OCE87317263,Calais Ville,,50.9533380,1.85008000,,,1,
StopPoint:OCETGV INOUI-87317263,Calais Ville,,50.9533380,1.85008000,,,0,StopArea:OCE87317263
StopArea:OCE87317586,Boulogne sur Mer,,50.7155890,1.61019100,,,1,
StopPoint:OCETGV INOUI-87317586,Boulogne sur Mer,,50.7155890,1.61019100,,,0,StopArea:OCE87317586
StopArea:OCE87318964,Avignon TGV,,43.9214000,4.78735500,,,1,
StopPoint:OCEICE-87318964,Avignon TGV,,43.9214000,4.78735500,,,0,StopArea:OCE87318964
StopPoint:OCEOUIGO-87318964,Avignon TGV,,43.9214000,4.78735500,,,0,StopArea:OCE87318964
StopPoint:OCETGV INOUI-87318964,Avignon TGV,,43.9214000,4.78735500,,,0,StopArea:OCE87318964
StopPoint:OCETGV-87318964,Avignon TGV,,43.9214000,4.78735500,,,0,StopArea:OCE87318964
StopArea:OCE87319012,Aix-en-Provence TGV,,43.4552680,5.31723300,,,1,
StopPoint:OCEICE-87319012,Aix-en-Provence TGV,,43.4552680,5.31723300,,,0,StopArea:OCE87319012
StopPoint:OCEOUIGO-87319012,Aix-en-Provence TGV,,43.4552680,5.31723300,,,0,StopArea:OCE87319012
StopPoint:OCETGV INOUI-87319012,Aix-en-Provence TGV,,43.4552680,5.31723300,,,0,StopArea:OCE87319012
StopPoint:OCETGV-87319012,Aix-en-Provence TGV,,43.4552680,5.31723300,,,0,StopArea:OCE87319012
StopArea:OCE87324095,Futuroscope,,46.6699180,0.37720900,,,1,
StopPoint:OCETGV INOUI-87324095,Futuroscope,,46.6699180,0.37720900,,,0,StopArea:OCE87324095
StopArea:OCE87342006,Béthune,,50.5211750,2.64044700,,,1,
StopPoint:OCETGV INOUI-87342006,Béthune,,50.5211750,2.64044700,,,0,StopArea:OCE87342006
StopArea:OCE87342014,Arras,,50.2867100,2.78189500,,,1,
StopPoint:OCETGV INOUI-87342014,Arras,,50.2867100,2.78189500,,,0,StopArea:OCE87342014
StopPoint:OCETGV-87342014,Arras,,50.2867100,2.78189500,,,0,StopArea:OCE87342014
StopArea:OCE87343004,Valenciennes,,50.3632970,3.51646800,,,1,
StopPoint:OCETGV INOUI-87343004,Valenciennes,,50.3632970,3.51646800,,,0,StopArea:OCE87343004
StopArea:OCE87345009,Douai,,50.3716930,3.08996900,,,1,
StopPoint:OCETGV INOUI-87345009,Douai,,50.3716930,3.08996900,,,0,StopArea:OCE87345009
StopArea:OCE87345025,Lens,,50.4266060,2.82785800,,,1,
StopPoint:OCETGV INOUI-87345025,Lens,,50.4266060,2.82785800,,,0,StopArea:OCE87345025
StopArea:OCE87381509,Mantes-la-Jolie,,48.9897890,1.70330200,,,1,
StopPoint:OCETGV INOUI-87381509,Mantes-la-Jolie,,48.9897890,1.70330200,,,0,StopArea:OCE87381509
StopArea:OCE87391003,Paris Montparnasse Hall 1 - 2,,48.8409680,2.32027200,,,1,
StopPoint:OCEOUIGO-87391003,Paris Montparnasse Hall 1 - 2,,48.8409680,2.32027200,,,0,StopArea:OCE87391003
StopPoint:OCETGV INOUI-87391003,Paris Montparnasse Hall 1 - 2,,48.8409680,2.32027200,,,0,StopArea:OCE87391003
StopArea:OCE87393009,Versailles Chantiers,,48.7956490,2.13592400,,,1,
StopPoint:OCETGV INOUI-87393009,Versailles Chantiers,,48.7956490,2.13592400,,,0,StopArea:OCE87393009
StopArea:OCE87393579,Massy Palaiseau RER C,,48.7256310,2.25786800,,,1,
StopPoint:OCETGV INOUI-87393579,Massy Palaiseau RER C,,48.7256310,2.25786800,,,0,StopArea:OCE87393579
StopArea:OCE87393702,Massy TGV,,48.7258320,2.26133700,,,1,
StopPoint:OCEOUIGO-87393702,Massy TGV,,48.7258320,2.26133700,,,0,StopArea:OCE87393702
StopPoint:OCETGV INOUI-87393702,Massy TGV,,48.7258320,2.26133700,,,0,StopArea:OCE87393702
StopPoint:OCETGV-87393702,Massy TGV,,48.7258320,2.26133700,,,0,StopArea:OCE87393702
StopArea:OCE87396002,Le Mans,,47.9952170,0.19243400,,,1,
StopPoint:OCEOUIGO-87396002,Le Mans,,47.9952170,0.19243400,,,0,StopArea:OCE87396002
StopPoint:OCETGV INOUI-87396002,Le Mans,,47.9952170,0.19243400,,,0,StopArea:OCE87396002
StopPoint:OCETGV-87396002,Le Mans,,47.9952170,0.19243400,,,0,StopArea:OCE87396002
StopArea:OCE87396408,Sablé-sur-Sarthe,,47.8420290,-0.3421000,,,1,
StopPoint:OCETGV INOUI-87396408,Sablé-sur-Sarthe,,47.8420290,-0.3421000,,,0,StopArea:OCE87396408
StopArea:OCE87411017,Rouen Rive Droite,,49.4493670,1.09423300,,,1,
StopPoint:OCETGV INOUI-87411017,Rouen Rive Droite,,49.4493670,1.09423300,,,0,StopArea:OCE87411017
StopArea:OCE87413013,Le Havre,,49.4928840,0.12592400,,,1,
StopPoint:OCETGV INOUI-87413013,Le Havre,,49.4928840,0.12592400,,,0,StopArea:OCE87413013
StopArea:OCE87471003,Rennes,,48.1030710,-1.6721310,,,1,
StopPoint:OCEOUIGO-87471003,Rennes,,48.1030710,-1.6721310,,,0,StopArea:OCE87471003
StopPoint:OCETGV INOUI-87471003,Rennes,,48.1030710,-1.6721310,,,0,StopArea:OCE87471003
StopPoint:OCETGV-87471003,Rennes,,48.1030710,-1.6721310,,,0,StopArea:OCE87471003
StopArea:OCE87471300,Redon,,47.6518450,-2.0882980,,,1,
StopPoint:OCETGV INOUI-87471300,Redon,,47.6518450,-2.0882980,,,0,StopArea:OCE87471300
StopArea:OCE87471508,Vitré,,48.1224830,-1.2128510,,,1,
StopPoint:OCETGV INOUI-87471508,Vitré,,48.1224830,-1.2128510,,,0,StopArea:OCE87471508
StopArea:OCE87473009,Saint-Brieuc,,48.5073310,-2.7660370,,,1,
StopPoint:OCEOUIGO-87473009,Saint-Brieuc,,48.5073310,-2.7660370,,,0,StopArea:OCE87473009
StopPoint:OCETGV INOUI-87473009,Saint-Brieuc,,48.5073310,-2.7660370,,,0,StopArea:OCE87473009
StopArea:OCE87473108,Lamballe,,48.4659230,-2.5114890,,,1,
StopPoint:OCETGV INOUI-87473108,Lamballe,,48.4659230,-2.5114890,,,0,StopArea:OCE87473108
StopArea:OCE87473181,Plouaret Trégor,,48.6062230,-3.4664100,,,1,
StopPoint:OCETGV INOUI-87473181,Plouaret Trégor,,48.6062230,-3.4664100,,,0,StopArea:OCE87473181
StopArea:OCE87473207,Guingamp,,48.5555210,-3.1433990,,,1,
StopPoint:OCEOUIGO-87473207,Guingamp,,48.5555210,-3.1433990,,,0,StopArea:OCE87473207
StopPoint:OCETGV INOUI-87473207,Guingamp,,48.5555210,-3.1433990,,,0,StopArea:OCE87473207
StopArea:OCE87473223,Lannion,,48.7269560,-3.4606630,,,1,
StopPoint:OCETGV INOUI-87473223,Lannion,,48.7269560,-3.4606630,,,0,StopArea:OCE87473223
StopArea:OCE87474007,Brest,,48.3876930,-4.4800940,,,1,
StopPoint:OCEOUIGO-87474007,Brest,,48.3876930,-4.4800940,,,0,StopArea:OCE87474007
StopPoint:OCETGV INOUI-87474007,Brest,,48.3876930,-4.4800940,,,0,StopArea:OCE87474007
StopArea:OCE87474098,Quimper,,47.9946680,-4.0921660,,,1,
StopPoint:OCEOUIGO-87474098,Quimper,,47.9946680,-4.0921660,,,0,StopArea:OCE87474098
StopPoint:OCETGV INOUI-87474098,Quimper,,47.9946680,-4.0921660,,,0,StopArea:OCE87474098
StopArea:OCE87474155,Rosporden,,47.9601950,-3.8327550,,,1,
StopPoint:OCETGV INOUI-87474155,Rosporden,,47.9601950,-3.8327550,,,0,StopArea:OCE87474155
StopArea:OCE87474239,Landerneau,,48.4537110,-4.2565950,,,1,
StopPoint:OCETGV INOUI-87474239,Landerneau,,48.4537110,-4.2565950,,,0,StopArea:OCE87474239
StopArea:OCE87474338,Morlaix,,48.5779860,-3.8327600,,,1,
StopPoint:OCEOUIGO-87474338,Morlaix,,48.5779860,-3.8327600,,,0,StopArea:OCE87474338
StopPoint:OCETGV INOUI-87474338,Morlaix,,48.5779860,-3.8327600,,,0,StopArea:OCE87474338
StopArea:OCE87476002,Lorient,,47.7555530,-3.3656500,,,1,
StopPoint:OCEOUIGO-87476002,Lorient,,47.7555530,-3.3656500,,,0,StopArea:OCE87476002
StopPoint:OCETGV INOUI-87476002,Lorient,,47.7555530,-3.3656500,,,0,StopArea:OCE87476002
StopArea:OCE87476200,Auray,,47.6801150,-2.9991860,,,1,
StopPoint:OCEOUIGO-87476200,Auray,,47.6801150,-2.9991860,,,0,StopArea:OCE87476200
StopPoint:OCETGV INOUI-87476200,Auray,,47.6801150,-2.9991860,,,0,StopArea:OCE87476200
StopArea:OCE87476317,Quimperlé,,47.8691270,-3.5530160,,,1,
StopPoint:OCETGV INOUI-87476317,Quimperlé,,47.8691270,-3.5530160,,,0,StopArea:OCE87476317
StopArea:OCE87476606,Vannes,,47.6652280,-2.7526600,,,1,
StopPoint:OCEOUIGO-87476606,Vannes,,47.6652280,-2.7526600,,,0,StopArea:OCE87476606
StopPoint:OCETGV INOUI-87476606,Vannes,,47.6652280,-2.7526600,,,0,StopArea:OCE87476606
StopArea:OCE87478073,Dol-de-Bretagne,,48.5437550,-1.7502450,,,1,
StopPoint:OCETGV INOUI-87478073,Dol-de-Bretagne,,48.5437550,-1.7502450,,,0,StopArea:OCE87478073
StopArea:OCE87478107,Saint-Malo,,48.6465310,-2.0040490,,,1,
StopPoint:OCETGV INOUI-87478107,Saint-Malo,,48.6465310,-2.0040490,,,0,StopArea:OCE87478107
StopArea:OCE87478404,Laval,,48.0763180,-0.7611460,,,1,
StopPoint:OCEOUIGO-87478404,Laval,,48.0763180,-0.7611460,,,0,StopArea:OCE87478404
StopPoint:OCETGV INOUI-87478404,Laval,,48.0763180,-0.7611460,,,0,StopArea:OCE87478404
StopPoint:OCETGV-87478404,Laval,,48.0763180,-0.7611460,,,0,StopArea:OCE87478404
StopArea:OCE87481002,Nantes,,47.2170940,-1.5414240,,,1,
StopPoint:OCEOUIGO-87481002,Nantes,,47.2170940,-1.5414240,,,0,StopArea:OCE87481002
StopPoint:OCETGV INOUI-87481002,Nantes,,47.2170940,-1.5414240,,,0,StopArea:OCE87481002
StopPoint:OCETGV-87481002,Nantes,,47.2170940,-1.5414240,,,0,StopArea:OCE87481002
StopArea:OCE87481192,Ancenis,,47.3695430,-1.1776630,,,1,
StopPoint:OCETGV INOUI-87481192,Ancenis,,47.3695430,-1.1776630,,,0,StopArea:OCE87481192
StopArea:OCE87481705,Saint-Nazaire,,47.2868410,-2.2115430,,,1,
StopPoint:OCETGV INOUI-87481705,Saint-Nazaire,,47.2868410,-2.2115430,,,0,StopArea:OCE87481705
StopArea:OCE87481747,Pornichet,,47.2703390,-2.3439160,,,1,
StopPoint:OCETGV INOUI-87481747,Pornichet,,47.2703390,-2.3439160,,,0,StopArea:OCE87481747
StopArea:OCE87481754,La Baule-Escoublac,,47.2886730,-2.3891260,,,1,
StopPoint:OCETGV INOUI-87481754,La Baule-Escoublac,,47.2886730,-2.3891260,,,0,StopArea:OCE87481754
StopArea:OCE87481762,Le Pouliguen,,47.2824530,-2.4341290,,,1,
StopPoint:OCETGV INOUI-87481762,Le Pouliguen,,47.2824530,-2.4341290,,,0,StopArea:OCE87481762
StopArea:OCE87481788,Le Croisic,,47.2897380,-2.5069080,,,1,
StopPoint:OCETGV INOUI-87481788,Le Croisic,,47.2897380,-2.5069080,,,0,StopArea:OCE87481788
StopArea:OCE87484006,Angers Saint-Laud,,47.4643600,-0.5568000,,,1,
StopPoint:OCEOUIGO-87484006,Angers Saint-Laud,,47.4643600,-0.5568000,,,0,StopArea:OCE87484006
StopPoint:OCETGV INOUI-87484006,Angers Saint-Laud,,47.4643600,-0.5568000,,,0,StopArea:OCE87484006
StopPoint:OCETGV-87484006,Angers Saint-Laud,,47.4643600,-0.5568000,,,0,StopArea:OCE87484006
